#Duplication rate	Coverage
1.0	4704.0
2.0	2525.0
3.0	1580.0
4.0	1071.0
5.0	744.0
6.0	562.0
7.0	514.0
8.0	402.0
9.0	352.0
10.0	323.0
11.0	302.0
12.0	287.0
13.0	217.0
14.0	221.0
15.0	220.0
16.0	171.0
17.0	182.0
18.0	174.0
19.0	146.0
20.0	165.0
21.0	128.0
22.0	150.0
23.0	124.0
24.0	130.0
25.0	108.0
26.0	115.0
27.0	106.0
28.0	100.0
29.0	80.0
30.0	114.0
31.0	72.0
32.0	77.0
33.0	89.0
34.0	68.0
35.0	72.0
36.0	91.0
37.0	57.0
38.0	73.0
39.0	67.0
40.0	74.0
41.0	59.0
42.0	57.0
43.0	55.0
44.0	65.0
45.0	47.0
46.0	51.0
47.0	51.0
48.0	56.0
49.0	44.0
50.0	1261.0
