#Duplication rate	Coverage
1.0	3010.0
2.0	913.0
3.0	447.0
4.0	261.0
5.0	212.0
6.0	156.0
7.0	117.0
8.0	114.0
9.0	88.0
10.0	59.0
11.0	53.0
12.0	39.0
13.0	42.0
14.0	39.0
15.0	33.0
16.0	18.0
17.0	23.0
18.0	21.0
19.0	19.0
20.0	12.0
21.0	11.0
22.0	6.0
23.0	11.0
24.0	13.0
25.0	3.0
26.0	6.0
27.0	8.0
28.0	8.0
29.0	6.0
30.0	6.0
31.0	5.0
32.0	4.0
33.0	4.0
34.0	12.0
35.0	4.0
36.0	4.0
37.0	4.0
38.0	1.0
39.0	9.0
40.0	6.0
41.0	3.0
42.0	1.0
43.0	9.0
44.0	3.0
45.0	4.0
46.0	7.0
47.0	5.0
48.0	3.0
49.0	4.0
50.0	241.0
