#Duplication rate	Coverage
1.0	4654.0
2.0	2847.0
3.0	1794.0
4.0	1351.0
5.0	928.0
6.0	707.0
7.0	653.0
8.0	560.0
9.0	462.0
10.0	419.0
11.0	376.0
12.0	317.0
13.0	300.0
14.0	300.0
15.0	282.0
16.0	281.0
17.0	241.0
18.0	223.0
19.0	220.0
20.0	212.0
21.0	178.0
22.0	202.0
23.0	172.0
24.0	171.0
25.0	158.0
26.0	143.0
27.0	154.0
28.0	131.0
29.0	149.0
30.0	149.0
31.0	121.0
32.0	141.0
33.0	134.0
34.0	111.0
35.0	108.0
36.0	101.0
37.0	104.0
38.0	111.0
39.0	85.0
40.0	83.0
41.0	78.0
42.0	85.0
43.0	76.0
44.0	82.0
45.0	67.0
46.0	92.0
47.0	73.0
48.0	58.0
49.0	58.0
50.0	2089.0
