#Coverage	Number of genomic locations
0.0	29.0
1.0	1.0
3.0	1.0
4.0	2.0
9.0	1.0
33.0	1.0
34.0	8.0
35.0	8.0
36.0	8.0
37.0	4.0
39.0	3.0
40.0	7.0
41.0	5.0
42.0	3.0
43.0	8.0
44.0	6.0
45.0	5.0
46.0	12.0
47.0	20.0
48.0	1.0
49.0	7.0
50.0	1.0
51.0	2.0
53.0	6.0
54.0	2.0
56.0	3.0
57.0	1.0
58.0	1.0
60.0	6.0
62.0	5.0
63.0	2.0
64.0	4.0
65.0	3.0
66.0	3.0
67.0	2.0
68.0	6.0
69.0	1.0
70.0	2.0
71.0	1.0
72.0	3.0
73.0	7.0
74.0	3.0
75.0	2.0
76.0	2.0
77.0	2.0
78.0	10.0
79.0	9.0
80.0	16.0
81.0	11.0
82.0	11.0
83.0	7.0
84.0	9.0
85.0	8.0
86.0	5.0
87.0	9.0
88.0	3.0
89.0	9.0
90.0	2.0
91.0	4.0
93.0	1.0
94.0	2.0
97.0	4.0
98.0	2.0
99.0	4.0
101.0	3.0
102.0	2.0
103.0	1.0
104.0	2.0
105.0	6.0
106.0	4.0
108.0	5.0
109.0	3.0
110.0	3.0
111.0	8.0
112.0	11.0
113.0	4.0
114.0	1.0
115.0	1.0
116.0	6.0
117.0	5.0
118.0	2.0
119.0	2.0
120.0	3.0
121.0	5.0
122.0	4.0
123.0	8.0
124.0	4.0
125.0	2.0
126.0	5.0
127.0	13.0
128.0	5.0
129.0	4.0
130.0	2.0
131.0	7.0
132.0	12.0
133.0	8.0
134.0	22.0
135.0	13.0
136.0	5.0
137.0	6.0
138.0	8.0
139.0	8.0
140.0	2.0
141.0	4.0
142.0	4.0
143.0	4.0
144.0	4.0
145.0	8.0
146.0	7.0
147.0	4.0
148.0	1.0
149.0	6.0
150.0	4.0
153.0	2.0
154.0	2.0
155.0	7.0
156.0	3.0
157.0	9.0
158.0	7.0
159.0	13.0
160.0	15.0
161.0	17.0
162.0	11.0
163.0	12.0
164.0	13.0
165.0	10.0
166.0	13.0
167.0	8.0
168.0	5.0
169.0	5.0
170.0	8.0
171.0	3.0
172.0	9.0
173.0	8.0
174.0	5.0
175.0	15.0
176.0	13.0
177.0	9.0
178.0	10.0
179.0	13.0
180.0	10.0
181.0	11.0
182.0	8.0
183.0	19.0
184.0	12.0
185.0	12.0
186.0	13.0
187.0	9.0
188.0	8.0
189.0	5.0
190.0	5.0
191.0	7.0
192.0	7.0
193.0	4.0
194.0	10.0
195.0	7.0
196.0	2.0
197.0	4.0
198.0	3.0
199.0	1.0
200.0	3.0
201.0	9.0
202.0	10.0
203.0	5.0
204.0	6.0
205.0	9.0
206.0	3.0
207.0	1.0
208.0	4.0
209.0	4.0
210.0	3.0
211.0	3.0
212.0	5.0
214.0	2.0
215.0	2.0
216.0	1.0
217.0	2.0
218.0	1.0
219.0	2.0
220.0	4.0
221.0	2.0
222.0	4.0
223.0	5.0
224.0	5.0
225.0	10.0
226.0	7.0
227.0	4.0
228.0	7.0
229.0	11.0
230.0	5.0
231.0	12.0
232.0	12.0
233.0	8.0
234.0	4.0
235.0	4.0
236.0	2.0
237.0	5.0
238.0	3.0
239.0	6.0
240.0	7.0
241.0	8.0
242.0	4.0
243.0	4.0
244.0	1.0
245.0	3.0
246.0	3.0
247.0	1.0
248.0	2.0
249.0	1.0
250.0	5.0
251.0	2.0
253.0	4.0
254.0	2.0
256.0	2.0
257.0	4.0
258.0	2.0
259.0	5.0
260.0	1.0
261.0	5.0
262.0	7.0
263.0	7.0
264.0	5.0
265.0	3.0
266.0	2.0
267.0	2.0
268.0	5.0
269.0	6.0
270.0	12.0
271.0	8.0
272.0	11.0
273.0	3.0
274.0	3.0
275.0	4.0
276.0	5.0
277.0	8.0
278.0	1.0
279.0	1.0
280.0	3.0
281.0	5.0
282.0	7.0
283.0	5.0
284.0	3.0
285.0	3.0
286.0	4.0
287.0	4.0
289.0	1.0
290.0	5.0
291.0	1.0
292.0	4.0
293.0	11.0
294.0	12.0
295.0	16.0
296.0	11.0
297.0	7.0
298.0	4.0
299.0	2.0
300.0	4.0
301.0	2.0
302.0	3.0
305.0	1.0
306.0	2.0
307.0	6.0
308.0	8.0
309.0	2.0
310.0	5.0
311.0	3.0
312.0	7.0
313.0	5.0
314.0	7.0
315.0	5.0
316.0	2.0
317.0	3.0
318.0	5.0
319.0	6.0
320.0	11.0
321.0	5.0
322.0	6.0
323.0	5.0
324.0	8.0
325.0	6.0
326.0	4.0
327.0	3.0
328.0	1.0
329.0	4.0
330.0	5.0
331.0	4.0
332.0	11.0
333.0	10.0
334.0	5.0
335.0	6.0
336.0	8.0
337.0	12.0
338.0	14.0
339.0	13.0
340.0	10.0
341.0	8.0
342.0	7.0
343.0	5.0
344.0	10.0
345.0	3.0
346.0	10.0
347.0	12.0
348.0	3.0
349.0	3.0
350.0	8.0
351.0	1.0
352.0	6.0
353.0	4.0
354.0	11.0
355.0	7.0
356.0	9.0
357.0	3.0
358.0	3.0
359.0	7.0
360.0	7.0
361.0	5.0
362.0	3.0
363.0	4.0
364.0	5.0
365.0	6.0
367.0	7.0
369.0	2.0
370.0	7.0
372.0	1.0
373.0	2.0
374.0	3.0
375.0	3.0
376.0	2.0
377.0	2.0
378.0	4.0
379.0	4.0
380.0	2.0
381.0	4.0
382.0	5.0
383.0	3.0
384.0	3.0
385.0	3.0
386.0	2.0
387.0	5.0
388.0	3.0
389.0	3.0
390.0	3.0
391.0	7.0
392.0	9.0
393.0	4.0
394.0	4.0
395.0	3.0
396.0	1.0
397.0	3.0
398.0	5.0
399.0	3.0
401.0	4.0
402.0	2.0
403.0	6.0
404.0	11.0
405.0	5.0
406.0	4.0
407.0	2.0
408.0	6.0
409.0	3.0
410.0	1.0
411.0	1.0
412.0	1.0
413.0	3.0
414.0	7.0
415.0	3.0
416.0	4.0
417.0	5.0
418.0	2.0
419.0	3.0
420.0	3.0
421.0	5.0
422.0	4.0
423.0	2.0
424.0	1.0
425.0	1.0
426.0	3.0
427.0	2.0
428.0	2.0
429.0	2.0
430.0	4.0
431.0	2.0
432.0	3.0
433.0	4.0
434.0	1.0
435.0	3.0
436.0	1.0
437.0	4.0
438.0	1.0
439.0	3.0
440.0	4.0
441.0	1.0
442.0	2.0
443.0	9.0
444.0	3.0
445.0	5.0
446.0	2.0
447.0	2.0
448.0	2.0
449.0	4.0
450.0	2.0
452.0	2.0
453.0	2.0
456.0	3.0
457.0	2.0
458.0	2.0
459.0	1.0
462.0	3.0
463.0	1.0
464.0	2.0
465.0	1.0
466.0	1.0
468.0	5.0
469.0	1.0
470.0	1.0
471.0	1.0
472.0	1.0
473.0	3.0
474.0	1.0
476.0	2.0
478.0	2.0
479.0	1.0
480.0	2.0
481.0	2.0
482.0	1.0
483.0	3.0
484.0	1.0
485.0	1.0
487.0	3.0
488.0	3.0
489.0	1.0
490.0	3.0
492.0	2.0
494.0	1.0
495.0	1.0
496.0	2.0
497.0	1.0
498.0	3.0
499.0	5.0
500.0	2.0
501.0	1.0
502.0	3.0
503.0	1.0
504.0	1.0
505.0	2.0
508.0	2.0
509.0	3.0
510.0	6.0
511.0	3.0
512.0	3.0
513.0	3.0
514.0	3.0
515.0	1.0
516.0	1.0
522.0	1.0
523.0	1.0
524.0	1.0
525.0	1.0
526.0	3.0
529.0	3.0
532.0	2.0
533.0	1.0
534.0	1.0
535.0	1.0
536.0	2.0
537.0	1.0
538.0	1.0
539.0	2.0
540.0	2.0
541.0	1.0
543.0	1.0
545.0	2.0
546.0	1.0
549.0	1.0
550.0	1.0
551.0	2.0
552.0	1.0
553.0	1.0
554.0	2.0
555.0	1.0
556.0	2.0
557.0	2.0
558.0	2.0
559.0	4.0
560.0	3.0
561.0	4.0
562.0	3.0
563.0	1.0
564.0	6.0
565.0	1.0
566.0	2.0
567.0	4.0
568.0	3.0
569.0	2.0
570.0	1.0
572.0	1.0
573.0	2.0
575.0	1.0
576.0	1.0
577.0	1.0
578.0	3.0
579.0	1.0
580.0	1.0
581.0	1.0
582.0	1.0
584.0	2.0
585.0	2.0
586.0	1.0
587.0	2.0
588.0	1.0
590.0	1.0
591.0	1.0
592.0	1.0
593.0	3.0
594.0	2.0
595.0	2.0
596.0	2.0
598.0	1.0
599.0	2.0
601.0	3.0
602.0	2.0
603.0	1.0
604.0	1.0
605.0	4.0
606.0	1.0
607.0	4.0
609.0	3.0
610.0	1.0
611.0	2.0
612.0	2.0
613.0	1.0
614.0	4.0
615.0	1.0
616.0	2.0
617.0	2.0
618.0	4.0
619.0	1.0
620.0	5.0
621.0	3.0
622.0	6.0
624.0	1.0
626.0	4.0
627.0	1.0
628.0	2.0
629.0	3.0
630.0	6.0
631.0	1.0
632.0	1.0
633.0	4.0
634.0	5.0
635.0	3.0
636.0	5.0
637.0	3.0
638.0	3.0
639.0	1.0
640.0	1.0
641.0	3.0
642.0	3.0
643.0	3.0
644.0	1.0
645.0	6.0
646.0	4.0
647.0	2.0
648.0	4.0
649.0	2.0
650.0	5.0
651.0	2.0
652.0	1.0
653.0	2.0
654.0	4.0
655.0	3.0
656.0	1.0
657.0	3.0
658.0	4.0
659.0	7.0
660.0	1.0
661.0	4.0
662.0	4.0
665.0	3.0
666.0	3.0
667.0	2.0
668.0	1.0
669.0	1.0
670.0	1.0
671.0	2.0
672.0	3.0
674.0	2.0
675.0	2.0
676.0	4.0
677.0	1.0
678.0	2.0
679.0	3.0
680.0	3.0
681.0	5.0
682.0	1.0
683.0	2.0
684.0	2.0
685.0	1.0
686.0	4.0
687.0	1.0
688.0	1.0
690.0	4.0
692.0	2.0
693.0	3.0
694.0	1.0
697.0	3.0
698.0	3.0
700.0	1.0
701.0	1.0
702.0	3.0
703.0	1.0
704.0	3.0
705.0	2.0
706.0	3.0
707.0	3.0
709.0	2.0
710.0	5.0
711.0	1.0
713.0	1.0
714.0	2.0
715.0	1.0
716.0	1.0
717.0	1.0
719.0	1.0
720.0	4.0
721.0	2.0
722.0	6.0
723.0	1.0
724.0	3.0
725.0	3.0
726.0	6.0
727.0	3.0
728.0	1.0
729.0	2.0
730.0	4.0
731.0	1.0
732.0	2.0
733.0	6.0
734.0	4.0
736.0	1.0
737.0	2.0
738.0	1.0
741.0	1.0
742.0	1.0
743.0	1.0
746.0	3.0
748.0	3.0
749.0	1.0
750.0	1.0
751.0	3.0
754.0	1.0
755.0	1.0
756.0	2.0
758.0	2.0
759.0	3.0
760.0	2.0
761.0	2.0
762.0	2.0
763.0	2.0
764.0	1.0
765.0	1.0
767.0	2.0
769.0	2.0
771.0	2.0
773.0	1.0
775.0	1.0
776.0	4.0
777.0	2.0
779.0	3.0
780.0	4.0
781.0	7.0
782.0	1.0
783.0	1.0
784.0	1.0
785.0	3.0
786.0	4.0
787.0	3.0
788.0	2.0
789.0	2.0
790.0	5.0
791.0	3.0
792.0	6.0
793.0	2.0
794.0	3.0
795.0	4.0
796.0	5.0
797.0	2.0
798.0	2.0
799.0	4.0
800.0	3.0
801.0	2.0
803.0	4.0
804.0	6.0
805.0	3.0
806.0	1.0
807.0	2.0
808.0	1.0
809.0	3.0
810.0	5.0
811.0	2.0
812.0	4.0
813.0	3.0
814.0	4.0
815.0	5.0
816.0	1.0
817.0	3.0
818.0	3.0
819.0	1.0
820.0	1.0
821.0	1.0
822.0	1.0
823.0	3.0
825.0	2.0
826.0	2.0
827.0	3.0
828.0	3.0
829.0	6.0
830.0	6.0
831.0	4.0
832.0	2.0
833.0	2.0
834.0	2.0
835.0	1.0
836.0	1.0
837.0	1.0
838.0	2.0
839.0	1.0
840.0	4.0
841.0	2.0
842.0	2.0
843.0	2.0
844.0	1.0
845.0	1.0
846.0	4.0
848.0	3.0
849.0	1.0
851.0	3.0
852.0	2.0
854.0	3.0
855.0	1.0
856.0	1.0
857.0	1.0
858.0	3.0
859.0	4.0
861.0	1.0
862.0	2.0
863.0	2.0
864.0	3.0
867.0	1.0
868.0	1.0
869.0	1.0
871.0	1.0
872.0	2.0
873.0	3.0
874.0	1.0
875.0	1.0
877.0	1.0
882.0	2.0
884.0	2.0
885.0	1.0
886.0	3.0
887.0	2.0
888.0	1.0
890.0	1.0
891.0	1.0
893.0	1.0
897.0	2.0
898.0	1.0
899.0	1.0
900.0	2.0
901.0	2.0
902.0	1.0
903.0	1.0
904.0	1.0
905.0	1.0
907.0	1.0
908.0	3.0
910.0	1.0
911.0	1.0
912.0	3.0
915.0	2.0
917.0	2.0
918.0	1.0
921.0	2.0
922.0	3.0
923.0	2.0
924.0	3.0
925.0	4.0
926.0	3.0
927.0	2.0
930.0	3.0
931.0	1.0
932.0	2.0
934.0	3.0
936.0	2.0
937.0	1.0
938.0	2.0
939.0	1.0
940.0	1.0
941.0	2.0
942.0	2.0
943.0	2.0
944.0	2.0
945.0	3.0
948.0	1.0
949.0	1.0
950.0	2.0
951.0	1.0
952.0	2.0
953.0	1.0
954.0	3.0
956.0	2.0
957.0	1.0
958.0	2.0
959.0	1.0
961.0	1.0
962.0	1.0
963.0	3.0
964.0	2.0
967.0	2.0
968.0	2.0
969.0	1.0
970.0	1.0
973.0	4.0
975.0	3.0
976.0	1.0
977.0	2.0
978.0	2.0
979.0	1.0
980.0	2.0
981.0	2.0
983.0	3.0
984.0	2.0
986.0	1.0
987.0	1.0
988.0	2.0
989.0	1.0
990.0	2.0
991.0	1.0
992.0	4.0
994.0	1.0
995.0	3.0
996.0	4.0
997.0	1.0
998.0	4.0
999.0	1.0
1000.0	3.0
1001.0	4.0
1002.0	1.0
1003.0	4.0
1004.0	3.0
1005.0	5.0
1007.0	2.0
1008.0	1.0
1009.0	2.0
1010.0	4.0
1012.0	3.0
1013.0	1.0
1014.0	1.0
1015.0	2.0
1017.0	4.0
1018.0	2.0
1019.0	1.0
1020.0	2.0
1021.0	1.0
1022.0	3.0
1023.0	2.0
1024.0	1.0
1025.0	1.0
1026.0	3.0
1027.0	3.0
1029.0	4.0
1030.0	5.0
1032.0	3.0
1033.0	2.0
1034.0	3.0
1035.0	6.0
1036.0	2.0
1037.0	3.0
1038.0	4.0
1039.0	2.0
1040.0	1.0
1041.0	2.0
1043.0	2.0
1044.0	4.0
1045.0	4.0
1046.0	5.0
1047.0	4.0
1048.0	6.0
1049.0	2.0
1050.0	6.0
1051.0	3.0
1052.0	5.0
1053.0	3.0
1054.0	3.0
1055.0	8.0
1056.0	4.0
1057.0	2.0
1058.0	3.0
1059.0	2.0
1060.0	3.0
1061.0	4.0
1062.0	3.0
1063.0	7.0
1064.0	4.0
1065.0	3.0
1066.0	7.0
1067.0	7.0
1068.0	3.0
1069.0	5.0
1070.0	3.0
1071.0	12.0
1072.0	8.0
1073.0	4.0
1074.0	6.0
1075.0	7.0
1076.0	6.0
1077.0	6.0
1078.0	4.0
1079.0	4.0
1080.0	9.0
1081.0	11.0
1082.0	6.0
1083.0	11.0
1084.0	5.0
1085.0	7.0
1086.0	12.0
1087.0	10.0
1088.0	5.0
1089.0	7.0
1090.0	14.0
1091.0	15.0
1092.0	5.0
1093.0	6.0
1094.0	8.0
1095.0	15.0
1096.0	9.0
1097.0	7.0
1098.0	8.0
1099.0	6.0
1100.0	7.0
1101.0	1.0
1102.0	10.0
1103.0	11.0
1104.0	4.0
1105.0	4.0
1106.0	1.0
1107.0	7.0
1108.0	4.0
1109.0	3.0
1110.0	7.0
1111.0	5.0
1112.0	3.0
1113.0	5.0
1114.0	3.0
1116.0	1.0
1117.0	3.0
1118.0	3.0
1119.0	4.0
1121.0	1.0
1122.0	2.0
1123.0	4.0
1124.0	2.0
1125.0	3.0
1126.0	3.0
1127.0	5.0
1128.0	3.0
1129.0	3.0
1130.0	2.0
1131.0	1.0
1133.0	1.0
1134.0	3.0
1135.0	6.0
1136.0	1.0
1137.0	1.0
1138.0	1.0
1139.0	3.0
1140.0	4.0
1141.0	4.0
1142.0	2.0
1143.0	2.0
1144.0	5.0
1145.0	2.0
1146.0	3.0
1147.0	3.0
1148.0	1.0
1149.0	4.0
1150.0	1.0
1151.0	1.0
1152.0	1.0
1153.0	2.0
1154.0	3.0
1155.0	1.0
1157.0	8.0
1158.0	4.0
1159.0	3.0
1161.0	5.0
1163.0	2.0
1164.0	2.0
1165.0	4.0
1166.0	4.0
1167.0	2.0
1168.0	2.0
1169.0	3.0
1170.0	1.0
1171.0	2.0
1172.0	1.0
1173.0	4.0
1175.0	4.0
1176.0	5.0
1177.0	3.0
1178.0	3.0
1179.0	3.0
1180.0	2.0
1181.0	2.0
1182.0	4.0
1183.0	4.0
1184.0	1.0
1185.0	2.0
1186.0	2.0
1187.0	5.0
1188.0	1.0
1189.0	5.0
1191.0	3.0
