#Coverage (X)	Coverage
1.0	99.90301976390329
2.0	99.899675617831
3.0	99.899675617831
4.0	99.89633147175869
5.0	99.88964317961408
6.0	99.88964317961408
7.0	99.88964317961408
8.0	99.88964317961408
9.0	99.88964317961408
10.0	99.88629903354179
11.0	99.88629903354179
12.0	99.88629903354179
13.0	99.88629903354179
14.0	99.88629903354179
15.0	99.88629903354179
16.0	99.88629903354179
17.0	99.88629903354179
18.0	99.88629903354179
19.0	99.88629903354179
20.0	99.88629903354179
21.0	99.88629903354179
22.0	99.88629903354179
23.0	99.88629903354179
24.0	99.88629903354179
25.0	99.88629903354179
26.0	99.88629903354179
27.0	99.88629903354179
28.0	99.88629903354179
29.0	99.88629903354179
30.0	99.88629903354179
31.0	99.88629903354179
32.0	99.88629903354179
33.0	99.88629903354179
34.0	99.88295488746948
35.0	99.85620171889109
36.0	99.82944855031268
37.0	99.80269538173427
38.0	99.78931879744508
39.0	99.78931879744508
40.0	99.77928635922817
41.0	99.75587733672207
42.0	99.73915660636057
43.0	99.72912416814367
44.0	99.70237099956526
45.0	99.68230612313145
46.0	99.66558539276996
47.0	99.62545563990236
48.0	99.55857271845635
49.0	99.55522857238404
50.0	99.53181954987794
51.0	99.52847540380564
