#Duplication rate	Coverage
1.0	3315.0
2.0	1553.0
3.0	940.0
4.0	675.0
5.0	440.0
6.0	378.0
7.0	279.0
8.0	213.0
9.0	190.0
10.0	170.0
11.0	132.0
12.0	102.0
13.0	112.0
14.0	96.0
15.0	80.0
16.0	86.0
17.0	74.0
18.0	60.0
19.0	60.0
20.0	39.0
21.0	38.0
22.0	38.0
23.0	34.0
24.0	44.0
25.0	29.0
26.0	32.0
27.0	38.0
28.0	23.0
29.0	23.0
30.0	13.0
31.0	21.0
32.0	28.0
33.0	19.0
34.0	18.0
35.0	15.0
36.0	12.0
37.0	18.0
38.0	14.0
39.0	14.0
40.0	13.0
41.0	11.0
42.0	9.0
43.0	10.0
44.0	10.0
45.0	14.0
46.0	14.0
47.0	3.0
48.0	14.0
49.0	6.0
50.0	250.0
