#Mapping quality	mapping quality
2.0	1.0
4.0	48.0
5.0	521.0
6.0	378.0
7.0	280.0
8.0	247.0
9.0	248.0
10.0	316.0
11.0	249.0
12.0	255.0
13.0	222.0
14.0	240.0
15.0	225.0
16.0	195.0
17.0	201.0
18.0	190.0
19.0	175.0
20.0	120.0
21.0	198.0
22.0	105.0
23.0	157.0
24.0	183.0
25.0	180.0
26.0	183.0
27.0	138.0
28.0	196.0
29.0	207.0
30.0	127.0
31.0	136.0
32.0	141.0
33.0	123.0
34.0	172.0
35.0	123.0
36.0	108.0
37.0	136.0
38.0	122.0
39.0	106.0
40.0	128.0
41.0	213.0
42.0	260.0
43.0	143.0
44.0	332.0
45.0	333.0
46.0	377.0
47.0	444.0
48.0	387.0
49.0	268.0
50.0	386.0
51.0	254.0
52.0	384.0
53.0	659.0
54.0	558.0
55.0	432.0
56.0	415.0
57.0	755.0
58.0	1393.0
59.0	11051.0
60.0	3775.0
