#Duplication rate	Coverage
1.0	605.0
2.0	649.0
3.0	573.0
4.0	665.0
5.0	702.0
6.0	730.0
7.0	678.0
8.0	730.0
9.0	743.0
10.0	795.0
11.0	789.0
12.0	786.0
13.0	747.0
14.0	731.0
15.0	720.0
16.0	735.0
17.0	703.0
18.0	651.0
19.0	650.0
20.0	641.0
21.0	660.0
22.0	574.0
23.0	599.0
24.0	569.0
25.0	544.0
26.0	543.0
27.0	505.0
28.0	471.0
29.0	456.0
30.0	427.0
31.0	408.0
32.0	417.0
33.0	378.0
34.0	349.0
35.0	346.0
36.0	309.0
37.0	302.0
38.0	312.0
39.0	227.0
40.0	294.0
41.0	255.0
42.0	225.0
43.0	218.0
44.0	245.0
45.0	214.0
46.0	193.0
47.0	189.0
48.0	151.0
49.0	174.0
50.0	4170.0
