#Duplication rate	Coverage
1.0	2187.0
2.0	1807.0
3.0	1369.0
4.0	1165.0
5.0	1025.0
6.0	895.0
7.0	746.0
8.0	683.0
9.0	655.0
10.0	595.0
11.0	541.0
12.0	505.0
13.0	513.0
14.0	459.0
15.0	398.0
16.0	411.0
17.0	349.0
18.0	329.0
19.0	354.0
20.0	307.0
21.0	315.0
22.0	307.0
23.0	291.0
24.0	263.0
25.0	264.0
26.0	246.0
27.0	214.0
28.0	215.0
29.0	207.0
30.0	181.0
31.0	153.0
32.0	215.0
33.0	171.0
34.0	159.0
35.0	177.0
36.0	184.0
37.0	160.0
38.0	154.0
39.0	149.0
40.0	125.0
41.0	137.0
42.0	113.0
43.0	124.0
44.0	120.0
45.0	124.0
46.0	134.0
47.0	105.0
48.0	106.0
49.0	110.0
50.0	5520.0
