#GC Content (%)	Sample
1.0	7.944427143247555E-7
2.0	1.588885428649511E-6
3.0	2.3833281429742665E-6
4.0	0.0
5.0	2.3833281429742665E-6
6.0	3.972213571623777E-6
7.0	1.9066625143794132E-5
8.0	4.766656285948532E-6
9.0	4.766656285948532E-6
10.0	6.355541714598044E-6
11.0	6.355541714598044E-6
12.0	6.355541714598042E-6
13.0	1.42999688578456E-5
14.0	3.4955479430289244E-5
15.0	7.944427143247554E-6
16.0	1.3505526143520842E-5
17.0	1.4299968857845597E-5
18.0	1.1122198000546575E-5
19.0	1.6683297000819865E-5
20.0	2.2244396001093153E-5
21.0	3.4161036715964484E-5
22.0	1.986106785811889E-5
23.0	2.3833281429742663E-5
24.0	2.3833281429742663E-5
25.0	6.832207343192897E-5
26.0	8.063593550396268E-4
27.0	0.002701105228704168
28.0	0.0024278169349764528
29.0	0.0035416256204597596
30.0	0.008650686716282264
31.0	0.011596480300998456
32.0	0.016836624444684544
33.0	0.024142319645614994
34.0	0.03487524071614244
35.0	0.04860400526238853
36.0	0.05872679432831457
37.0	0.06461440928417533
38.0	0.06388193310156792
39.0	0.05901120482004284
40.0	0.05401733791779743
41.0	0.050177796279465885
42.0	0.043541816286711194
43.0	0.03746353507941249
44.0	0.03714734687911125
45.0	0.03610821580877446
46.0	0.045275290289367824
47.0	0.10534469280489123
48.0	0.07758289215281265
49.0	0.032224979821155054
50.0	0.033248222037205344
51.0	0.025438850155392996
52.0	0.010936298405394585
53.0	0.00577877630399827
54.0	0.003256420686017172
55.0	0.0013259248902080171
56.0	2.494550122979732E-4
57.0	5.243321914543386E-5
58.0	1.3505526143520843E-5
59.0	3.177770857299022E-6
60.0	6.355541714598044E-6
61.0	7.944427143247555E-7
62.0	1.588885428649511E-6
63.0	1.588885428649511E-6
64.0	0.0
65.0	0.0
66.0	0.0
67.0	7.149984428922799E-6
68.0	0.0
69.0	0.0
70.0	7.944427143247555E-7
71.0	0.0
72.0	7.944427143247555E-7
73.0	0.0
74.0	0.0
75.0	7.944427143247555E-7
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	7.944427143247555E-7
81.0	0.0
82.0	0.0
83.0	0.0
84.0	7.944427143247555E-7
85.0	0.0
86.0	1.588885428649511E-6
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	9.533312571897066E-6
