#Duplication rate	Coverage
1.0	4061.0
2.0	1884.0
3.0	1146.0
4.0	795.0
5.0	591.0
6.0	466.0
7.0	351.0
8.0	287.0
9.0	245.0
10.0	207.0
11.0	198.0
12.0	173.0
13.0	132.0
14.0	148.0
15.0	123.0
16.0	122.0
17.0	85.0
18.0	71.0
19.0	85.0
20.0	66.0
21.0	60.0
22.0	54.0
23.0	57.0
24.0	59.0
25.0	46.0
26.0	48.0
27.0	45.0
28.0	49.0
29.0	32.0
30.0	45.0
31.0	22.0
32.0	33.0
33.0	21.0
34.0	30.0
35.0	28.0
36.0	18.0
37.0	29.0
38.0	17.0
39.0	14.0
40.0	28.0
41.0	15.0
42.0	18.0
43.0	22.0
44.0	16.0
45.0	12.0
46.0	17.0
47.0	17.0
48.0	12.0
49.0	8.0
50.0	535.0
