#Duplication rate	Coverage
1.0	1913.0
2.0	658.0
3.0	306.0
4.0	164.0
5.0	135.0
6.0	88.0
7.0	80.0
8.0	43.0
9.0	54.0
10.0	39.0
11.0	44.0
12.0	27.0
13.0	24.0
14.0	23.0
15.0	20.0
16.0	24.0
17.0	18.0
18.0	22.0
19.0	12.0
20.0	17.0
21.0	20.0
22.0	15.0
23.0	8.0
24.0	6.0
25.0	10.0
26.0	11.0
27.0	12.0
28.0	8.0
29.0	12.0
30.0	4.0
31.0	6.0
32.0	7.0
33.0	8.0
34.0	9.0
35.0	8.0
36.0	6.0
37.0	2.0
38.0	6.0
39.0	5.0
40.0	4.0
41.0	10.0
42.0	9.0
43.0	2.0
44.0	6.0
45.0	5.0
46.0	9.0
47.0	5.0
48.0	3.0
49.0	5.0
50.0	179.0
