#Duplication rate	Coverage
1.0	5055.0
2.0	2621.0
3.0	1574.0
4.0	1132.0
5.0	825.0
6.0	618.0
7.0	491.0
8.0	436.0
9.0	408.0
10.0	285.0
11.0	289.0
12.0	246.0
13.0	226.0
14.0	211.0
15.0	190.0
16.0	179.0
17.0	154.0
18.0	136.0
19.0	137.0
20.0	114.0
21.0	114.0
22.0	114.0
23.0	105.0
24.0	77.0
25.0	72.0
26.0	68.0
27.0	88.0
28.0	62.0
29.0	61.0
30.0	57.0
31.0	53.0
32.0	48.0
33.0	56.0
34.0	68.0
35.0	36.0
36.0	39.0
37.0	37.0
38.0	34.0
39.0	30.0
40.0	34.0
41.0	32.0
42.0	28.0
43.0	29.0
44.0	30.0
45.0	23.0
46.0	35.0
47.0	21.0
48.0	21.0
49.0	20.0
50.0	581.0
