#Mapping quality	mapping quality
6.0	15.0
7.0	93.0
8.0	23.0
9.0	19.0
11.0	8.0
12.0	4.0
13.0	17.0
14.0	19.0
15.0	12.0
16.0	123.0
17.0	49.0
18.0	116.0
19.0	83.0
20.0	56.0
21.0	142.0
22.0	159.0
23.0	210.0
24.0	108.0
25.0	46.0
26.0	36.0
27.0	39.0
28.0	71.0
29.0	72.0
30.0	83.0
31.0	96.0
32.0	86.0
33.0	98.0
34.0	80.0
35.0	132.0
36.0	164.0
37.0	137.0
38.0	174.0
39.0	231.0
40.0	261.0
41.0	201.0
42.0	139.0
43.0	91.0
44.0	104.0
45.0	102.0
46.0	139.0
47.0	189.0
48.0	318.0
49.0	407.0
50.0	411.0
51.0	393.0
52.0	398.0
53.0	387.0
54.0	387.0
55.0	180.0
56.0	332.0
57.0	396.0
58.0	886.0
59.0	13413.0
60.0	7968.0
