#Duplication rate	Coverage
1.0	482.0
2.0	582.0
3.0	687.0
4.0	617.0
5.0	635.0
6.0	592.0
7.0	551.0
8.0	521.0
9.0	479.0
10.0	440.0
11.0	453.0
12.0	454.0
13.0	393.0
14.0	383.0
15.0	336.0
16.0	415.0
17.0	401.0
18.0	368.0
19.0	333.0
20.0	332.0
21.0	312.0
22.0	344.0
23.0	349.0
24.0	298.0
25.0	303.0
26.0	305.0
27.0	296.0
28.0	306.0
29.0	299.0
30.0	269.0
31.0	254.0
32.0	271.0
33.0	234.0
34.0	255.0
35.0	250.0
36.0	243.0
37.0	239.0
38.0	242.0
39.0	214.0
40.0	202.0
41.0	226.0
42.0	214.0
43.0	206.0
44.0	207.0
45.0	194.0
46.0	189.0
47.0	176.0
48.0	188.0
49.0	196.0
50.0	12899.0
