#Mapping quality	mapping quality
2.0	1.0
3.0	150.0
4.0	43.0
5.0	276.0
6.0	206.0
7.0	138.0
8.0	175.0
9.0	210.0
10.0	90.0
11.0	96.0
12.0	72.0
13.0	87.0
14.0	44.0
15.0	54.0
16.0	123.0
17.0	74.0
18.0	95.0
19.0	83.0
20.0	179.0
21.0	255.0
22.0	118.0
23.0	107.0
24.0	102.0
25.0	149.0
26.0	133.0
27.0	160.0
28.0	111.0
29.0	123.0
30.0	109.0
31.0	69.0
32.0	141.0
33.0	126.0
34.0	58.0
35.0	102.0
36.0	121.0
37.0	209.0
38.0	172.0
39.0	136.0
40.0	106.0
41.0	86.0
42.0	161.0
43.0	107.0
44.0	86.0
45.0	156.0
46.0	221.0
47.0	165.0
48.0	97.0
49.0	56.0
50.0	49.0
51.0	161.0
52.0	266.0
53.0	231.0
54.0	310.0
55.0	570.0
56.0	619.0
57.0	343.0
58.0	1254.0
59.0	12341.0
60.0	7821.0
