#Duplication rate	Coverage
1.0	623.0
2.0	620.0
3.0	626.0
4.0	590.0
5.0	539.0
6.0	505.0
7.0	399.0
8.0	376.0
9.0	366.0
10.0	326.0
11.0	334.0
12.0	267.0
13.0	243.0
14.0	253.0
15.0	241.0
16.0	211.0
17.0	210.0
18.0	210.0
19.0	184.0
20.0	208.0
21.0	182.0
22.0	182.0
23.0	180.0
24.0	158.0
25.0	170.0
26.0	165.0
27.0	135.0
28.0	142.0
29.0	124.0
30.0	141.0
31.0	136.0
32.0	116.0
33.0	111.0
34.0	125.0
35.0	122.0
36.0	130.0
37.0	121.0
38.0	135.0
39.0	108.0
40.0	110.0
41.0	104.0
42.0	118.0
43.0	105.0
44.0	110.0
45.0	99.0
46.0	112.0
47.0	113.0
48.0	116.0
49.0	122.0
50.0	18226.0
