#Coverage	Number of genomic locations
0.0	3429.0
1.0	554.0
2.0	948.0
3.0	729.0
4.0	458.0
5.0	319.0
6.0	245.0
7.0	298.0
8.0	237.0
9.0	266.0
10.0	240.0
11.0	312.0
12.0	287.0
13.0	220.0
14.0	146.0
15.0	146.0
16.0	227.0
17.0	146.0
18.0	150.0
19.0	132.0
20.0	117.0
21.0	114.0
22.0	151.0
23.0	161.0
24.0	136.0
25.0	98.0
26.0	178.0
27.0	50.0
28.0	98.0
29.0	85.0
30.0	137.0
31.0	85.0
32.0	135.0
33.0	168.0
34.0	104.0
35.0	89.0
36.0	91.0
37.0	150.0
38.0	115.0
39.0	132.0
40.0	139.0
41.0	96.0
42.0	85.0
43.0	84.0
44.0	96.0
45.0	69.0
46.0	46.0
47.0	77.0
48.0	85.0
49.0	48.0
50.0	106.0
51.0	90.0
52.0	87.0
53.0	100.0
54.0	85.0
55.0	69.0
56.0	77.0
57.0	70.0
58.0	85.0
59.0	56.0
60.0	42.0
61.0	36.0
62.0	43.0
63.0	83.0
64.0	45.0
65.0	58.0
66.0	60.0
67.0	50.0
68.0	50.0
69.0	54.0
70.0	44.0
71.0	46.0
72.0	23.0
73.0	58.0
74.0	39.0
75.0	56.0
76.0	61.0
77.0	33.0
78.0	45.0
79.0	54.0
80.0	45.0
81.0	53.0
82.0	54.0
83.0	47.0
84.0	41.0
85.0	38.0
86.0	36.0
87.0	33.0
88.0	24.0
89.0	32.0
90.0	25.0
91.0	49.0
92.0	64.0
93.0	24.0
94.0	40.0
95.0	40.0
96.0	44.0
97.0	38.0
98.0	49.0
99.0	61.0
100.0	46.0
101.0	49.0
102.0	34.0
103.0	56.0
104.0	29.0
105.0	48.0
106.0	55.0
107.0	71.0
108.0	51.0
109.0	40.0
110.0	19.0
111.0	30.0
112.0	39.0
113.0	25.0
114.0	29.0
115.0	37.0
116.0	26.0
117.0	18.0
118.0	28.0
119.0	44.0
120.0	32.0
121.0	16.0
122.0	17.0
123.0	19.0
124.0	29.0
125.0	28.0
126.0	31.0
127.0	31.0
128.0	31.0
129.0	20.0
130.0	28.0
131.0	35.0
132.0	50.0
133.0	46.0
134.0	40.0
135.0	37.0
136.0	17.0
137.0	27.0
138.0	34.0
139.0	45.0
140.0	31.0
141.0	20.0
142.0	32.0
143.0	17.0
144.0	18.0
145.0	23.0
146.0	21.0
147.0	20.0
148.0	28.0
149.0	32.0
150.0	20.0
151.0	19.0
152.0	35.0
153.0	23.0
154.0	25.0
155.0	23.0
156.0	32.0
157.0	33.0
158.0	35.0
159.0	41.0
160.0	35.0
161.0	32.0
162.0	31.0
163.0	47.0
164.0	43.0
165.0	31.0
166.0	40.0
167.0	21.0
168.0	35.0
169.0	29.0
170.0	16.0
171.0	20.0
172.0	36.0
173.0	51.0
174.0	17.0
175.0	32.0
176.0	25.0
177.0	37.0
178.0	18.0
179.0	22.0
180.0	31.0
181.0	33.0
182.0	26.0
183.0	26.0
184.0	34.0
185.0	35.0
186.0	19.0
187.0	32.0
188.0	40.0
189.0	34.0
190.0	20.0
191.0	40.0
192.0	26.0
193.0	28.0
194.0	17.0
195.0	25.0
196.0	29.0
197.0	38.0
198.0	19.0
199.0	20.0
200.0	18.0
201.0	25.0
202.0	31.0
203.0	35.0
204.0	29.0
205.0	31.0
206.0	26.0
207.0	20.0
208.0	28.0
209.0	37.0
210.0	19.0
211.0	34.0
212.0	17.0
213.0	35.0
214.0	24.0
215.0	35.0
216.0	14.0
217.0	15.0
218.0	24.0
219.0	13.0
220.0	19.0
221.0	11.0
222.0	24.0
223.0	19.0
224.0	25.0
225.0	10.0
226.0	18.0
227.0	28.0
228.0	16.0
229.0	31.0
230.0	20.0
231.0	16.0
232.0	22.0
233.0	27.0
234.0	31.0
235.0	32.0
236.0	30.0
237.0	15.0
238.0	36.0
239.0	35.0
240.0	17.0
241.0	11.0
242.0	27.0
243.0	26.0
244.0	22.0
245.0	29.0
246.0	35.0
247.0	23.0
248.0	22.0
249.0	20.0
250.0	30.0
251.0	18.0
252.0	26.0
253.0	23.0
254.0	24.0
255.0	16.0
256.0	28.0
257.0	23.0
258.0	31.0
259.0	30.0
260.0	22.0
261.0	14.0
262.0	20.0
263.0	18.0
264.0	21.0
265.0	14.0
266.0	31.0
267.0	24.0
268.0	36.0
269.0	20.0
270.0	25.0
271.0	16.0
272.0	16.0
273.0	31.0
274.0	18.0
275.0	27.0
276.0	21.0
277.0	26.0
278.0	22.0
279.0	16.0
280.0	24.0
281.0	16.0
282.0	10.0
283.0	32.0
284.0	27.0
285.0	21.0
286.0	22.0
