#Duplication rate	Coverage
1.0	4098.0
2.0	2697.0
3.0	1862.0
4.0	1290.0
5.0	1003.0
6.0	807.0
7.0	729.0
8.0	552.0
9.0	506.0
10.0	489.0
11.0	398.0
12.0	353.0
13.0	372.0
14.0	305.0
15.0	300.0
16.0	276.0
17.0	256.0
18.0	219.0
19.0	222.0
20.0	244.0
21.0	196.0
22.0	219.0
23.0	186.0
24.0	175.0
25.0	166.0
26.0	170.0
27.0	157.0
28.0	138.0
29.0	151.0
30.0	155.0
31.0	138.0
32.0	125.0
33.0	119.0
34.0	117.0
35.0	116.0
36.0	130.0
37.0	101.0
38.0	113.0
39.0	89.0
40.0	100.0
41.0	103.0
42.0	107.0
43.0	79.0
44.0	91.0
45.0	75.0
46.0	72.0
47.0	88.0
48.0	99.0
49.0	78.0
50.0	3093.0
