#Duplication rate	Coverage
1.0	3238.0
2.0	1207.0
3.0	651.0
4.0	412.0
5.0	282.0
6.0	201.0
7.0	157.0
8.0	127.0
9.0	104.0
10.0	103.0
11.0	69.0
12.0	61.0
13.0	55.0
14.0	41.0
15.0	43.0
16.0	39.0
17.0	34.0
18.0	21.0
19.0	33.0
20.0	25.0
21.0	19.0
22.0	19.0
23.0	14.0
24.0	21.0
25.0	18.0
26.0	19.0
27.0	14.0
28.0	9.0
29.0	12.0
30.0	14.0
31.0	6.0
32.0	12.0
33.0	13.0
34.0	7.0
35.0	5.0
36.0	11.0
37.0	10.0
38.0	9.0
39.0	6.0
40.0	6.0
41.0	8.0
42.0	5.0
43.0	5.0
44.0	7.0
45.0	7.0
46.0	4.0
47.0	9.0
48.0	5.0
49.0	8.0
50.0	246.0
