#Duplication rate	Coverage
1.0	5197.0
2.0	3902.0
3.0	2563.0
4.0	1871.0
5.0	1321.0
6.0	1077.0
7.0	786.0
8.0	575.0
9.0	495.0
10.0	390.0
11.0	326.0
12.0	258.0
13.0	221.0
14.0	183.0
15.0	172.0
16.0	162.0
17.0	107.0
18.0	100.0
19.0	117.0
20.0	97.0
21.0	60.0
22.0	51.0
23.0	45.0
24.0	38.0
25.0	40.0
26.0	49.0
27.0	39.0
28.0	33.0
29.0	27.0
30.0	27.0
31.0	21.0
32.0	18.0
33.0	20.0
34.0	13.0
35.0	21.0
36.0	18.0
37.0	9.0
38.0	10.0
39.0	7.0
40.0	3.0
41.0	10.0
42.0	4.0
43.0	8.0
44.0	9.0
45.0	6.0
46.0	1.0
47.0	6.0
48.0	3.0
49.0	5.0
50.0	64.0
