#Duplication rate	Coverage
1.0	7212.0
2.0	4209.0
3.0	2460.0
4.0	1515.0
5.0	910.0
6.0	659.0
7.0	408.0
8.0	279.0
9.0	215.0
10.0	131.0
11.0	97.0
12.0	80.0
13.0	46.0
14.0	44.0
15.0	23.0
16.0	19.0
17.0	17.0
18.0	9.0
19.0	12.0
20.0	8.0
21.0	4.0
22.0	1.0
23.0	8.0
24.0	4.0
25.0	3.0
26.0	0.0
27.0	2.0
28.0	0.0
29.0	2.0
30.0	0.0
31.0	2.0
32.0	1.0
33.0	2.0
34.0	0.0
35.0	1.0
36.0	0.0
37.0	1.0
38.0	0.0
39.0	3.0
40.0	0.0
41.0	1.0
42.0	1.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
