#Duplication rate	Coverage
1.0	4574.0
2.0	1825.0
3.0	1045.0
4.0	608.0
5.0	458.0
6.0	331.0
7.0	259.0
8.0	176.0
9.0	157.0
10.0	124.0
11.0	109.0
12.0	95.0
13.0	82.0
14.0	72.0
15.0	51.0
16.0	52.0
17.0	46.0
18.0	28.0
19.0	28.0
20.0	25.0
21.0	33.0
22.0	23.0
23.0	25.0
24.0	19.0
25.0	14.0
26.0	21.0
27.0	13.0
28.0	21.0
29.0	11.0
30.0	9.0
31.0	15.0
32.0	13.0
33.0	10.0
34.0	8.0
35.0	15.0
36.0	13.0
37.0	11.0
38.0	5.0
39.0	8.0
40.0	11.0
41.0	4.0
42.0	7.0
43.0	8.0
44.0	3.0
45.0	7.0
46.0	7.0
47.0	5.0
48.0	7.0
49.0	7.0
50.0	196.0
