#Mapping quality	mapping quality
3.0	24.0
4.0	168.0
5.0	60.0
6.0	35.0
7.0	24.0
8.0	114.0
9.0	82.0
10.0	73.0
11.0	52.0
12.0	56.0
13.0	67.0
14.0	172.0
15.0	76.0
16.0	111.0
17.0	78.0
18.0	157.0
19.0	51.0
20.0	28.0
21.0	41.0
22.0	51.0
23.0	66.0
24.0	48.0
25.0	71.0
26.0	68.0
27.0	95.0
28.0	133.0
29.0	195.0
30.0	70.0
31.0	92.0
32.0	94.0
33.0	116.0
34.0	117.0
35.0	191.0
36.0	228.0
37.0	128.0
38.0	160.0
39.0	242.0
40.0	202.0
41.0	129.0
42.0	210.0
43.0	289.0
44.0	202.0
45.0	226.0
46.0	226.0
47.0	204.0
48.0	180.0
49.0	314.0
50.0	257.0
51.0	361.0
52.0	484.0
53.0	367.0
54.0	397.0
55.0	388.0
56.0	574.0
57.0	649.0
58.0	615.0
59.0	11902.0
60.0	8087.0
