#Mapping quality	mapping quality
2.0	5.0
3.0	26.0
4.0	56.0
5.0	47.0
6.0	63.0
7.0	52.0
8.0	37.0
9.0	28.0
10.0	21.0
11.0	4.0
12.0	4.0
13.0	3.0
14.0	16.0
15.0	22.0
16.0	25.0
17.0	32.0
18.0	39.0
19.0	34.0
20.0	51.0
21.0	77.0
22.0	81.0
23.0	87.0
24.0	132.0
25.0	121.0
26.0	113.0
27.0	96.0
28.0	33.0
29.0	23.0
30.0	88.0
31.0	93.0
32.0	100.0
33.0	89.0
34.0	63.0
35.0	33.0
36.0	18.0
37.0	24.0
38.0	65.0
39.0	78.0
40.0	75.0
41.0	51.0
42.0	89.0
43.0	36.0
44.0	39.0
45.0	64.0
46.0	29.0
47.0	91.0
48.0	82.0
49.0	64.0
50.0	75.0
51.0	78.0
52.0	106.0
53.0	263.0
54.0	189.0
55.0	206.0
56.0	423.0
57.0	809.0
58.0	787.0
59.0	11436.0
60.0	12932.0
