#Duplication rate	Coverage
1.0	1205.0
2.0	1206.0
3.0	944.0
4.0	1013.0
5.0	960.0
6.0	951.0
7.0	948.0
8.0	937.0
9.0	953.0
10.0	968.0
11.0	913.0
12.0	813.0
13.0	830.0
14.0	823.0
15.0	777.0
16.0	769.0
17.0	712.0
18.0	646.0
19.0	663.0
20.0	614.0
21.0	555.0
22.0	541.0
23.0	477.0
24.0	454.0
25.0	441.0
26.0	411.0
27.0	396.0
28.0	309.0
29.0	347.0
30.0	300.0
31.0	297.0
32.0	282.0
33.0	278.0
34.0	250.0
35.0	235.0
36.0	207.0
37.0	204.0
38.0	203.0
39.0	167.0
40.0	175.0
41.0	179.0
42.0	142.0
43.0	136.0
44.0	132.0
45.0	116.0
46.0	95.0
47.0	126.0
48.0	85.0
49.0	95.0
50.0	2417.0
