#Mapping quality	mapping quality
1.0	33.0
4.0	6.0
5.0	6.0
6.0	24.0
7.0	14.0
8.0	16.0
9.0	17.0
10.0	54.0
11.0	42.0
12.0	44.0
13.0	27.0
14.0	25.0
15.0	19.0
16.0	13.0
17.0	4.0
18.0	2.0
19.0	2.0
20.0	2.0
21.0	5.0
22.0	8.0
23.0	23.0
24.0	15.0
25.0	39.0
26.0	24.0
27.0	25.0
28.0	31.0
29.0	25.0
30.0	81.0
31.0	97.0
32.0	78.0
33.0	41.0
34.0	56.0
35.0	118.0
36.0	142.0
37.0	110.0
38.0	116.0
39.0	103.0
40.0	100.0
41.0	64.0
42.0	46.0
43.0	60.0
44.0	89.0
45.0	149.0
46.0	65.0
47.0	97.0
48.0	100.0
49.0	133.0
50.0	185.0
51.0	261.0
52.0	190.0
53.0	262.0
54.0	320.0
55.0	360.0
56.0	440.0
57.0	532.0
58.0	696.0
59.0	8395.0
60.0	15872.0
