#Mapping quality	mapping quality
5.0	1.0
7.0	25.0
8.0	8.0
11.0	11.0
12.0	10.0
13.0	20.0
14.0	16.0
15.0	80.0
16.0	96.0
17.0	72.0
18.0	71.0
19.0	42.0
20.0	27.0
21.0	23.0
22.0	18.0
23.0	14.0
24.0	20.0
25.0	24.0
26.0	39.0
27.0	76.0
28.0	35.0
29.0	28.0
30.0	9.0
31.0	3.0
33.0	2.0
34.0	1.0
35.0	5.0
36.0	1.0
37.0	15.0
38.0	16.0
39.0	83.0
40.0	18.0
41.0	14.0
42.0	20.0
43.0	7.0
44.0	7.0
45.0	13.0
46.0	24.0
47.0	39.0
48.0	38.0
49.0	41.0
50.0	59.0
51.0	39.0
52.0	63.0
53.0	124.0
54.0	161.0
55.0	149.0
56.0	214.0
57.0	241.0
58.0	474.0
59.0	9607.0
60.0	17634.0
