#Duplication rate	Coverage
1.0	384.0
2.0	408.0
3.0	476.0
4.0	406.0
5.0	444.0
6.0	439.0
7.0	439.0
8.0	422.0
9.0	383.0
10.0	399.0
11.0	376.0
12.0	368.0
13.0	348.0
14.0	342.0
15.0	349.0
16.0	357.0
17.0	336.0
18.0	363.0
19.0	352.0
20.0	297.0
21.0	292.0
22.0	296.0
23.0	326.0
24.0	331.0
25.0	287.0
26.0	269.0
27.0	282.0
28.0	275.0
29.0	258.0
30.0	242.0
31.0	284.0
32.0	209.0
33.0	256.0
34.0	237.0
35.0	242.0
36.0	229.0
37.0	232.0
38.0	218.0
39.0	194.0
40.0	226.0
41.0	241.0
42.0	242.0
43.0	177.0
44.0	193.0
45.0	214.0
46.0	199.0
47.0	203.0
48.0	189.0
49.0	176.0
50.0	14600.0
