#Mapping quality	mapping quality
3.0	25.0
4.0	12.0
5.0	7.0
6.0	12.0
7.0	14.0
8.0	9.0
9.0	13.0
10.0	8.0
11.0	11.0
12.0	15.0
13.0	11.0
14.0	14.0
15.0	13.0
16.0	15.0
17.0	28.0
18.0	22.0
19.0	15.0
20.0	14.0
21.0	17.0
22.0	15.0
23.0	14.0
24.0	19.0
25.0	27.0
26.0	30.0
27.0	38.0
28.0	23.0
29.0	32.0
30.0	32.0
31.0	41.0
32.0	39.0
33.0	30.0
34.0	62.0
35.0	72.0
36.0	41.0
37.0	12.0
38.0	7.0
39.0	19.0
40.0	18.0
41.0	34.0
42.0	59.0
43.0	49.0
44.0	25.0
45.0	21.0
46.0	19.0
47.0	25.0
48.0	34.0
49.0	66.0
50.0	62.0
51.0	24.0
52.0	23.0
53.0	45.0
54.0	63.0
55.0	101.0
56.0	185.0
57.0	130.0
58.0	507.0
59.0	3958.0
60.0	23597.0
