#Duplication rate	Coverage
1.0	286.0
2.0	350.0
3.0	364.0
4.0	406.0
5.0	397.0
6.0	392.0
7.0	388.0
8.0	402.0
9.0	379.0
10.0	361.0
11.0	340.0
12.0	320.0
13.0	329.0
14.0	277.0
15.0	248.0
16.0	237.0
17.0	235.0
18.0	259.0
19.0	269.0
20.0	213.0
21.0	203.0
22.0	191.0
23.0	227.0
24.0	205.0
25.0	180.0
26.0	197.0
27.0	169.0
28.0	178.0
29.0	161.0
30.0	181.0
31.0	200.0
32.0	170.0
33.0	155.0
34.0	156.0
35.0	169.0
36.0	153.0
37.0	162.0
38.0	160.0
39.0	135.0
40.0	171.0
41.0	154.0
42.0	150.0
43.0	147.0
44.0	122.0
45.0	142.0
46.0	149.0
47.0	148.0
48.0	140.0
49.0	146.0
50.0	18432.0
