#Duplication rate	Coverage
1.0	3269.0
2.0	1990.0
3.0	1271.0
4.0	1023.0
5.0	716.0
6.0	580.0
7.0	499.0
8.0	395.0
9.0	338.0
10.0	291.0
11.0	289.0
12.0	247.0
13.0	208.0
14.0	217.0
15.0	198.0
16.0	160.0
17.0	144.0
18.0	152.0
19.0	120.0
20.0	118.0
21.0	111.0
22.0	112.0
23.0	118.0
24.0	95.0
25.0	81.0
26.0	65.0
27.0	84.0
28.0	73.0
29.0	47.0
30.0	65.0
31.0	60.0
32.0	51.0
33.0	44.0
34.0	48.0
35.0	54.0
36.0	46.0
37.0	38.0
38.0	42.0
39.0	42.0
40.0	30.0
41.0	34.0
42.0	41.0
43.0	38.0
44.0	24.0
45.0	22.0
46.0	25.0
47.0	27.0
48.0	31.0
49.0	16.0
50.0	468.0
